Highlight,Book Title,Book Author,Amazon Book ID,Note,Color,Tags,Location Type,Location,Highlighted at,Document tags
言辞,我们的自我救赎之路,"王亮亮,朱磊",,,green,green,,0,2021-11-25 15:29:06.326306+00:00,
"他们可能会通过尖刻的讽刺、苦涩或激烈的言辞来表达愤怒。他们的愤怒通常指向亲密朋友、婚恋伴侣和家庭成员，有时候是医生，因为他们感到被忽视或抛弃。
爆发之后，他们常感到羞愧和内疚，加剧他们认为自己很坏的感觉。",我们的自我救赎之路,"王亮亮,朱磊",,,green,green,,0,2021-11-25 15:29:19.876733+00:00,
他们几乎没有兴趣与另一个人进行性行为,我们的自我救赎之路,"王亮亮,朱磊",,,pink,pink,order,1,2021-11-25 15:42:18.844891+00:00,
在分裂型人格障碍患者中，感知（他们看到，听到或感觉到的）可能会被扭曲。例如，他们可能会听到一个低语自己名字的声音。,我们的自我救赎之路,"王亮亮,朱磊",,,pink,pink,order,2,2021-11-25 15:46:09.382836+00:00,
他们不想要或不喜欢亲密关系，包括与家人的关系。,我们的自我救赎之路,"王亮亮,朱磊",,,pink,pink,order,3,2022-09-06 13:56:31.201705+00:00,
"运之六寸
(10)

 ，转之息耗
(11)

 ，取之贵贱之间耳
(12)",盐铁论--中华经典名著全本全注全译丛书,陈桐生,,,green,green,order,1,2024-10-06 07:12:31.934168+00:00,
"故物丰者民衍
(11)

 ，宅近市者家富。富在术数
(12)

 ，不在劳身；利在势居
(13)

 ，不在力耕也。”",盐铁论--中华经典名著全本全注全译丛书,陈桐生,,,pink,pink,order,2,2024-10-06 07:18:03.961665+00:00,
"故利在自惜
(22)

 ，不在势居街衢；富在俭力趣时
(23)

 ，不在岁司羽鸠也
(24)

 。”",盐铁论--中华经典名著全本全注全译丛书,陈桐生,,,pink,pink,order,3,2024-10-06 07:23:24.242047+00:00,
治世不一道，便国不必法古,中华经典名著全本全注全译丛书：商君书,石磊 译注,,,pink,pink,,0,2019-10-16 01:52:45.973405+00:00,
必内情相得,wiki鬼谷子,未知,,,pink,pink,,0,2019-11-11 01:49:07.882663+00:00,
情乖,wiki鬼谷子,未知,,,pink,pink,order,1,2019-11-11 01:52:10.985190+00:00,
非其意，则就之而不用；顺其事，则去之而反求,wiki鬼谷子,未知,,,pink,pink,order,2,2019-11-11 01:54:14.958908+00:00,
分违,wiki鬼谷子,未知,,,pink,pink,order,3,2019-11-11 01:55:17.147043+00:00,
用其意,wiki鬼谷子,未知,,,pink,pink,order,4,2019-11-11 01:57:01.686652+00:00,
"To test whether X is independent of Y given Z in any distribution compatible with G, we need to test whether the nodes corresponding to variables Z “block” all paths from nodes in X to nodes in Y.","causality models, reasoning and inference","Pearl, Judea",,,pink,pink,order,36,2022-12-05 18:15:10.168346+00:00,
path,"causality models, reasoning and inference","Pearl, Judea",,,pink,pink,order,41,2022-12-06 07:38:23.713186+00:00,
any directionality,"causality models, reasoning and inference","Pearl, Judea",,,pink,pink,order,42,2022-12-06 07:38:35.523875+00:00,
"The central aim of many studies in the physical, behavioral, social, and biological sciences is the elucidation of cause–effect relationships among variables or events.","causality models, reasoning and inference","Pearl, Judea",,,green,"favorite,green",,0,2022-11-29 17:55:41.226333+00:00,
"The two fundamental questions of causality are: (1) What empirical evidence is required for legitimate inference of cause–effect relationships? (2) Given that we are willing to accept causal information about a phenomenon, what inferences can we draw from such information, and how? These questions have been without satisfactory answers in part because we have not had a clear semantics for causal claims and in part because we have not had effective mathematical tools for casting causal questions or deriving causal answers.","causality models, reasoning and inference","Pearl, Judea",,"@author  Has CAST  the causal question! 
#6",pink,pink,order,2,2022-11-29 19:58:31.474188+00:00,
"This book provides a systematic account of this causal transformation, addressed primarily to readers in the fields of statistics, artificial intelligence, philosophy, cognitive science, and the health and social sciences. Following a description of the conceptual and mathematical advances in causal inference, the book emphasizes practical methods for elucidating potentially causal relationships from data, deriving causal relationships from combinations of knowledge and data, predicting the effects of actions and policies, evaluating explanations for observed events and scenarios, and – more generally – identifying and explicating the assumptions needed for substantiating causal claims.","causality models, reasoning and inference","Pearl, Judea",,这本书 做了什么。,pink,"discard,pink",order,7,2022-11-30 12:57:20.487520+00:00,
"In this tradition, probabilistic relationships constitute the foundations of human knowledge, whereas causality simply provides useful ways of abbreviating and organizing intricate patterns of probabilistic relation","causality models, reasoning and inference","Pearl, Judea",,,green,green,order,8,2022-11-30 12:57:44.823355+00:00,
"Today, my view is quite different. I now take causal relationships to be the fundamental building blocks both of physical reality and of human understanding of that reality, and I regard probabilistic relationships as but the surface phenomena of the causal machinery that underlies and propels our understanding of the world.","causality models, reasoning and inference","Pearl, Judea",,,green,"favorite,green",order,9,2022-11-30 15:12:35.354355+00:00,
"More generally, if Bi, i = 1, 2,..., n, is a set of exhaustive and mutually exclusive propositions (called a partition or a variable), then P(A) can be computed from P(A, Bi), i = 1, 2,..., n, by using the sum","causality models, reasoning and inference","Pearl, Judea",,,blue,blue,order,11,2022-12-02 11:02:28.426457+00:00,
"As in (1.5), the probability of any event A can be computed by conditioning it on any set of exhaustive and mutually exclusive events Bi, i = 1, 2,..., n, and then summing:

This decomposition provides the basis for hypothetical or “assumption-based” reasoning. It states that the belief in any event A is a weighted sum over the beliefs in all the distinct ways that A might be realized.","causality models, reasoning and inference","Pearl, Judea",,"这就看得出成功者的绝不放弃，不仅仅是意志、情怀、自信, 还有 数学上的条件。
项羽 VS 刘邦 ，除了社会 ，俞敏洪第一条： 脸皮要厚。郑强，我儿子有出息了，年皮厚了。首富的50多次拒绝❌，最后，真的出现了神经质了，在公司走路都摇摇晃晃的，魂不守舍！
#6",pink,pink,order,12,2022-12-02 16:11:04.993131+00:00,
This equation follows from the fact that every conditional probability P(A | K) is itself a genuine probability function; hence it satisfies (1.10).,"causality models, reasoning and inference","Pearl, Judea",,,pink,pink,order,13,2022-12-02 17:13:48.457770+00:00,
"which states that the belief we accord a hypothesis H upon obtaining evidence e can be computed by multiplying our previous belief P(H) by the likelihood P(e | H) that e will materialize if H is true. This P(H | e) is sometimes called the posterior probability (or simply posterior), and P(H) is called the prior probability (or prior)","causality models, reasoning and inference","Pearl, Judea",,,blue,blue,order,14,2022-12-02 17:32:29.673634+00:00,
"The denominator P(e) of (1.13) hardly enters into consideration because it is merely a normalizing constant P(e) = P(e | H)p(H) + P(e | H)P(H), which can be computed by requiring that P(H | e) and P(H | e) sum to unity.","causality models, reasoning and inference","Pearl, Judea",,,pink,pink,order,15,2022-12-02 17:32:32.882451+00:00,
"the Bayesian subjectivist regards (1.13) as a normative rule for updating beliefs in response to evidence.
P(H/e) = P(e/H)P(H) / P(e)","causality models, reasoning and inference","Pearl, Judea",,,pink,"pink,favorite",order,16,2022-12-02 17:36:59.618418+00:00,
"For this reason the conditional probabilities P(e | H), as opposed to P(H | e), are the atomic relationships in Bayesian analysis. The former possess modularity features similar to logical rules. They convey a degree of confidence in rules such as “If H then e,” a confidence that persists regardless of what other rules or facts reside in the knowledge base.","causality models, reasoning and inference","Pearl, Judea",,,blue,blue,order,17,2022-12-02 19:32:49.626232+00:00,
"Together, the weak union and contraction properties mean that irrelevant information should not alter the relevance status of other propositions in the system; what was relevant remains relevant, and what was irrelevant remains irrelevant. The intersection axiom states that if Y is irrelevant to X when we know W and if W is irrelevant to X when we know Y, then neither W nor Y (nor their combination) is relevant to X.","causality models, reasoning and inference","Pearl, Judea",,,green,green,order,18,2022-12-04 09:42:16.682842+00:00,
In some applications we will also use “bidirected” edges to denote the existence of unobserved common causes (sometimes called confounders).,"causality models, reasoning and inference","Pearl, Judea",,,pink,pink,order,19,2022-12-04 09:49:22.919047+00:00,
a path,"causality models, reasoning and inference","Pearl, Judea",,,green,green,order,20,2022-12-04 09:55:34.992794+00:00,
go either along or against the arrows.,"causality models, reasoning and inference","Pearl, Judea",,,pink,pink,order,21,2022-12-04 09:55:44.677771+00:00,
A node in a directed graph is called a root if it has no parents and a sink if it has no children.,"causality models, reasoning and inference","Pearl, Judea",,,green,green,order,22,2022-12-04 10:10:45.969333+00:00,
"A connected DAG in which every node has at most one parent is called a tree, and a tree in which every node has at most one child is called a chain.","causality models, reasoning and inference","Pearl, Judea",,,pink,pink,order,23,2022-12-04 10:14:04.230886+00:00,
"but in this book our main interest will focus on directed acyclic graphs, with occasional use of directed cyclic graphs to represent feedback cycles.","causality models, reasoning and inference","Pearl, Judea",,,green,green,order,24,2022-12-05 09:11:40.995161+00:00,
"Undirected graphs, sometimes called Markov networks","causality models, reasoning and inference","Pearl, Judea",,,green,green,order,25,2022-12-05 09:11:54.859061+00:00,
"The set PAj is called the Markovian parents of Xj, or parents for short.","causality models, reasoning and inference","Pearl, Judea",,,green,green,order,26,2022-12-05 09:20:34.381365+00:00,
"A set of variables PAj is said to be Markovian parents of Xj if PAj is a minimal set of predecessors of Xj that renders Xj independent of all its other predecessors. In other words, PAj is any subset of {X1,..., Xj−1} satisfying","causality models, reasoning and inference","Pearl, Judea",,,green,green,order,27,2022-12-05 09:22:32.303364+00:00,
and such that no proper subset of PAj satisfies (1.32).5,"causality models, reasoning and inference","Pearl, Judea",,,pink,pink,order,28,2022-12-05 09:23:59.066668+00:00,
"In words, learning the value of Y does not provide additional information about X, once we know Z. (Metaphorically, Z “screens off” X from Y.)","causality models, reasoning and inference","Pearl, Judea",,,pink,pink,order,30,2022-12-05 10:21:28.284717+00:00,
"It can be shown (Pearl 1988b) that the set PAj is unique whenever the distribution P(v) is strictly positive (i.e., involving no logical or definitional constraints), so that every configuration v of variables, no matter how unlikely, has some finite probability of occurring. Under such conditions, the Bayesian network associated with P(v) is unique, given the ordering of the variables.","causality models, reasoning and inference","Pearl, Judea",,,pink,pink,order,31,2022-12-05 10:27:38.401445+00:00,
a necessary condition for a DAG G to be a Bayesian network of probability distribution P,"causality models, reasoning and inference","Pearl, Judea",,,green,green,order,33,2022-12-05 11:04:26.745890+00:00,
"for P to admit the product decomposition dictated by G, as given in (1.33).","causality models, reasoning and inference","Pearl, Judea",,,pink,pink,order,34,2022-12-05 11:04:29.891226+00:00,
"If a probability function P admits the factorization of (1.33) relative to DAG G, we say that G represents P, that G and P are compatible, or that P is Markov relative to G","causality models, reasoning and inference","Pearl, Judea",,,green,green,order,35,2022-12-05 11:07:35.943561+00:00,
"At first glance, readers might find it a bit odd that conditioning on a node not lying on a blocked path may unblock the path. However, this corresponds to a general pattern of causal relationships: observations on a common consequence of two independent causes tend to render those causes dependent, because information about one of the causes tends to make the other more or less likely, given that the consequence has occurred.","causality models, reasoning and inference","Pearl, Judea",,,blue,blue,order,36,2022-12-05 18:48:11.096904+00:00,
selection bias or Berkson's paradox,"causality models, reasoning and inference","Pearl, Judea",,,pink,pink,order,37,2022-12-05 18:48:23.864252+00:00,
explaining away effect in artificial intelligence,"causality models, reasoning and inference","Pearl, Judea",,,pink,pink,order,38,2022-12-05 18:49:08.839170+00:00,
A path p is said to be d-separated (or blocked) by a set of nodes Z if and only if,"causality models, reasoning and inference","Pearl, Judea",,,pink,pink,order,40,2022-12-06 07:52:19.616474+00:00,
"law of total probability.” The operation of summing up probabilities over all Bi is also called “marginalizing over B”; and the resulting probability, P(A), is called the marginal probability of A.","causality models, reasoning and inference","Pearl, Judea",,,green,green,order,41,2022-12-06 07:59:34.800919+00:00,
"we attribute causal meaning to the arrows in the graph. In causal chains i → m → j and causal forks i ← m → j, the two extreme variables are marginally dependent but become independent of each other (i.e., blocked) once we condition on (i.e., know the value of) the middle variable.","causality models, reasoning and inference","Pearl, Judea",,,pink,pink,order,44,2022-12-06 08:02:21.106807+00:00,
"Figuratively, conditioning on m appears to “block” the flow of","causality models, reasoning and inference","Pearl, Judea",,,pink,pink,order,45,2022-12-06 08:48:27.383108+00:00,
"information along the path, since learning about i has no effect on the probability of j, given m.","causality models, reasoning and inference","Pearl, Judea",,,pink,pink,order,46,2022-12-06 08:48:34.649684+00:00,
"The path X2 → X1 ← X3 is blocked because it is a fork in which the middle node X1 is in Z, while the path X2 → X4 ← X3 is blocked because it is an inverted fork in which the middle node X4 and all its descendants are outside Z.","causality models, reasoning and inference","Pearl, Judea",,,pink,pink,order,47,2022-12-06 09:05:31.815077+00:00,
"Figure 1.3   Graphs illustrating d-separation. In (a), X and Y are d-separated given Z2 and d-connected given Z1. In (b), X and Y cannot be d-separated by any set of nodes.","causality models, reasoning and inference","Pearl, Judea",,？？？？？？/,pink,pink,order,48,2022-12-06 09:32:01.102355+00:00,
